,invoke_id,mem,req,received
947,fn949_1,21401600,1700959882555.5808,1700959883899.0164
948,fn950_1,12304384,1700959883435.0806,1700959884226.1404
949,fn947_1,90632192,1700959881999.8157,1700959884896.4365
950,fn953_1,21495808,1700959883900.0874,1700959885488.8872
951,fn954_1,21397504,1700959884227.2886,1700959885496.7317
952,fn951_1,65290240,1700959883551.8403,1700959885626.8943
953,fn955_1,21696512,1700959884897.6067,1700959885983.966
954,fn952_1,62955520,1700959883796.99,1700959886332.3037
955,fn956_1,5021696,1700959885490.9058,1700959886560.5803
956,fn958_1,7208960,1700959885628.3757,1700959886586.8538
957,fn959_1,27533312,1700959885984.9304,1700959887195.9783
958,fn957_1,77836288,1700959885497.5764,1700959887361.6543
959,fn960_1,27574272,1700959886333.4126,1700959887457.1746
960,fn961_1,31936512,1700959886561.739,1700959887906.2615
961,fn965_1,7368704,1700959887458.2344,1700959888335.1628
962,fn962_1,46288896,1700959886587.8557,1700959888378.4434
963,fn963_1,37253120,1700959887197.428,1700959888452.1033
964,fn964_1,35504128,1700959887362.8313,1700959888636.207
965,fn966_1,7254016,1700959887907.373,1700959888662.5222
966,fn967_1,5791744,1700959888336.516,1700959889188.1494
967,fn968_1,7438336,1700959888379.4128,1700959889246.8123
968,fn970_1,13574144,1700959888637.6523,1700959889614.448
969,fn971_1,13578240,1700959888663.652,1700959889743.243
970,fn969_1,26234880,1700959888453.2158,1700959889954.6196
971,fn972_1,13553664,1700959889189.153,1700959890221.7053
972,fn973_1,13504512,1700959889247.9214,1700959890328.1267
973,fn974_1,5120000,1700959889615.4607,1700959890576.059
974,fn976_1,15695872,1700959889955.903,1700959891182.817
975,fn975_1,29491200,1700959889744.3635,1700959891209.0159
976,fn977_1,16936960,1700959890222.8745,1700959892053.2812
977,fn981_1,11640832,1700959891210.1714,1700959892109.4795
978,fn980_1,11833344,1700959891184.058,1700959892235.0215
979,fn979_1,43466752,1700959890577.141,1700959892530.8826
980,fn978_1,43458560,1700959890329.6968,1700959892649.6892
981,fn984_1,26415104,1700959892236.0842,1700959893620.3987
982,fn982_1,46137344,1700959892054.2905,1700959893662.7366
983,fn983_1,63000576,1700959892110.945,1700959894018.6675
984,fn985_1,26386432,1700959892532.3823,1700959894216.5007
985,fn987_1,5947392,1700959893621.5383,1700959894261.718
986,fn988_1,5992448,1700959893663.7703,1700959894516.9734
987,fn989_1,5824512,1700959894019.634,1700959894593.4336
988,fn986_1,42049536,1700959892650.846,1700959894625.056
989,fn990_1,4501504,1700959894217.9414,1700959894960.3198
990,fn991_1,4390912,1700959894262.7683,1700959895451.7585
991,fn993_1,5206016,1700959894595.0,1700959895819.6787
992,fn992_1,5283840,1700959894518.1318,1700959895823.4688
993,fn994_1,21385216,1700959894626.203,1700959896539.545
994,fn995_1,34619392,1700959894961.3384,1700959897004.1255
995,fn996_1,25645056,1700959895452.8423,1700959897095.1428
996,fn997_1,35909632,1700959895821.053,1700959897447.1245
997,fn998_1,35868672,1700959895824.3281,1700959897482.803
998,fn999_1,35962880,1700959896540.9932,1700959897764.7485
999,fn1000_1,35840000,1700959897005.463,1700959898100.9717
1000,fn1001_1,35835904,1700959897096.5518,1700959898123.6572
1001,fn1003_1,13127680,1700959897483.8774,1700959898511.4617
1002,fn1002_1,41168896,1700959897448.141,1700959898605.4526
1003,fn1004_1,35811328,1700959897765.8188,1700959898892.3516
1004,fn1006_1,24875008,1700959898125.0046,1700959899202.3801
1005,fn1007_1,9162752,1700959898512.8137,1700959899400.824
1006,fn1005_1,43253760,1700959898102.428,1700959899589.4597
1007,fn1009_1,5275648,1700959898893.7993,1700959899665.6982
1008,fn1008_1,40222720,1700959898606.4836,1700959899900.5955
1009,fn1010_1,5484544,1700959899203.5847,1700959899998.465
1010,fn1011_1,11501568,1700959899401.813,1700959900486.7502
1011,fn1013_1,5115904,1700959899666.907,1700959901082.169
1012,fn1014_1,4734976,1700959899901.984,1700959901186.652
1013,fn1012_1,36773888,1700959899590.8052,1700959901259.8394
1014,fn1016_1,5296128,1700959900487.7322,1700959901994.5059
1015,fn1015_1,6250496,1700959899999.5498,1700959902009.1067
1016,fn1017_1,25853952,1700959901083.1836,1700959902280.3408
1017,fn1019_1,18706432,1700959901261.0483,1700959902648.189
1018,fn1018_1,64962560,1700959901188.1968,1700959903127.8018
1019,fn1020_1,19374080,1700959901996.076,1700959903209.5784
1020,fn1021_1,38748160,1700959902010.1807,1700959903382.5388
1021,fn1023_1,22810624,1700959902649.1433,1700959903599.9111
1022,fn1025_1,18628608,1700959903210.7188,1700959903860.9695
1023,fn1024_1,18792448,1700959903129.1777,1700959903987.2798
1024,fn1022_1,62504960,1700959902281.4048,1700959904198.095
1025,fn1027_1,23027712,1700959903601.0237,1700959904518.9954
1026,fn1026_1,18518016,1700959903383.6577,1700959904689.0537
1027,fn1028_1,17338368,1700959903862.3025,1700959905129.334
1028,fn1031_1,6598656,1700959904520.4863,1700959905502.628
1029,fn1032_1,6656000,1700959904690.3438,1700959905771.3916
1030,fn1033_1,6647808,1700959905130.3467,1700959906248.6567
1031,fn1029_1,63299584,1700959903988.4832,1700959906362.5234
1032,fn1034_1,6635520,1700959905504.0327,1700959906555.6716
1033,fn1030_1,63016960,1700959904199.1646,1700959906618.4578
1034,fn1035_1,6516736,1700959905772.6821,1700959906875.1736
1035,fn1037_1,6590464,1700959906363.6445,1700959907255.7588
1036,fn1036_1,6414336,1700959906250.0532,1700959907259.1042
1037,fn1038_1,6557696,1700959906556.8047,1700959907902.5232
1038,fn1042_1,6266880,1700959907259.928,1700959908346.6785
1039,fn1043_1,6213632,1700959907903.5366,1700959908658.0847
1040,fn1039_1,63119360,1700959906619.7434,1700959908705.9194
1041,fn1041_1,38330368,1700959907257.1152,1700959908747.3977
1042,fn1040_1,63062016,1700959906876.3586,1700959908901.2107
1043,fn1044_1,6012928,1700959908348.0796,1700959909374.3003
1044,fn1045_1,21475328,1700959908659.06,1700959909916.9983
1045,fn1046_1,27451392,1700959908707.54,1700959910072.643
1046,fn1047_1,31166464,1700959908748.4536,1700959910528.536
1047,fn1051_1,8577024,1700959910074.0115,1700959911001.0889
1048,fn1050_1,28946432,1700959909918.0984,1700959911056.8994
1049,fn1048_1,63135744,1700959908902.6162,1700959911155.868
1050,fn1049_1,51195904,1700959909375.689,1700959911261.133
1051,fn1052_1,15421440,1700959910530.098,1700959911780.4658
1052,fn1053_1,24645632,1700959911002.202,1700959912392.262
1053,fn1055_1,4984832,1700959911156.9504,1700959912467.35
1054,fn1056_1,5263360,1700959911262.198,1700959912472.407
1055,fn1057_1,4694016,1700959911781.9583,1700959912674.9004
1056,fn1058_1,5255168,1700959912393.7695,1700959913216.388
1057,fn1054_1,66392064,1700959911058.0264,1700959913245.787
1058,fn1059_1,4796416,1700959912468.2996,1700959913556.717
1059,fn1061_1,21479424,1700959912676.0046,1700959914087.352
1060,fn1060_1,21495808,1700959912473.247,1700959914356.2258
1061,fn1062_1,31817728,1700959913217.3938,1700959914845.551
1062,fn1066_1,4481024,1700959914357.2588,1700959914969.4917
1063,fn1063_1,31850496,1700959913247.2678,1700959914996.6704
1064,fn1064_1,31825920,1700959913557.8264,1700959915142.8672
1065,fn1065_1,31801344,1700959914088.6743,1700959915207.603
1066,fn1067_1,31789056,1700959914847.0425,1700959915716.9167
1067,fn1069_1,31907840,1700959914997.7195,1700959916344.9277
1068,fn1068_1,31985664,1700959914971.1025,1700959916345.8333
1069,fn1070_1,31965184,1700959915143.9963,1700959916575.745
1070,fn1071_1,31981568,1700959915208.8748,1700959916785.864
1071,fn1072_1,31809536,1700959915718.0454,1700959916947.3064
1072,fn1074_1,4657152,1700959916347.5513,1700959917119.4053
1073,fn1073_1,5349376,1700959916346.1934,1700959917208.9866
1074,fn1076_1,4829184,1700959916787.1255,1700959917664.2935
1075,fn1077_1,4558848,1700959916948.3179,1700959917718.2854
1076,fn1075_1,36802560,1700959916576.7725,1700959917924.3267
1077,fn1078_1,8081408,1700959917120.3794,1700959918107.729
1078,fn1079_1,5091328,1700959917210.5413,1700959918459.0708
1079,fn1081_1,17838080,1700959917719.361,1700959919056.6533
1080,fn1084_1,5148672,1700959918460.1462,1700959919386.6592
1081,fn1080_1,43941888,1700959917666.1543,1700959919491.5789
1082,fn1082_1,42819584,1700959917925.4275,1700959919514.172
1083,fn1085_1,4972544,1700959919057.976,1700959919854.8574
1084,fn1083_1,42590208,1700959918108.7817,1700959919941.1382
1085,fn1086_1,5185536,1700959919388.12,1700959920075.9087
1086,fn1088_1,34275328,1700959919515.1948,1700959920773.731
1087,fn1087_1,32317440,1700959919492.7231,1700959921075.576
1088,fn1089_1,34308096,1700959919855.805,1700959921181.8916
1089,fn1090_1,34349056,1700959919942.142,1700959921417.0378
1090,fn1091_1,34316288,1700959920076.9233,1700959921556.2224
1091,fn1092_1,34242560,1700959920774.9114,1700959921948.1194
1092,fn1093_1,34287616,1700959921077.0012,1700959922259.935
1093,fn1095_1,10186752,1700959921418.1624,1700959922518.7195
1094,fn1096_1,16035840,1700959921557.3445,1700959922702.4126
1095,fn1097_1,16105472,1700959921949.0688,1700959923054.746
1096,fn1098_1,16285696,1700959922261.1248,1700959923312.8281
1097,fn1099_1,16007168,1700959922519.709,1700959923492.6213
1098,fn1100_1,16060416,1700959922703.7478,1700959923748.435
1099,fn1102_1,16261120,1700959923313.8975,1700959924247.2485
1100,fn1101_1,16158720,1700959923055.8064,1700959924392.7437
1101,fn1094_1,83906560,1700959921183.3118,1700959924633.4573
1102,fn1103_1,16269312,1700959923494.1497,1700959924942.746
1103,fn1104_1,16105472,1700959923750.018,1700959924949.368
1104,fn1105_1,16027648,1700959924248.2708,1700959925337.8381
1105,fn1106_1,16105472,1700959924394.1682,1700959925569.5671
1106,fn1107_1,15998976,1700959924634.5767,1700959925571.2603
1107,fn1108_1,16080896,1700959924943.727,1700959926050.6008
1108,fn1109_1,16044032,1700959924950.4387,1700959926056.839
1109,fn1110_1,16220160,1700959925339.3582,1700959926455.8691
1110,fn1111_1,16048128,1700959925570.709,1700959926874.118
1111,fn1113_1,16187392,1700959926052.049,1700959927136.2478
1112,fn1112_1,16044032,1700959925572.1436,1700959927226.6697
1113,fn1114_1,16211968,1700959926057.7769,1700959927230.2927
1114,fn1116_1,16150528,1700959926875.1946,1700959927820.5427
1115,fn1115_1,16101376,1700959926456.9968,1700959927824.7427
1116,fn1117_1,16052224,1700959927137.649,1700959928571.726
1117,fn1119_1,16236544,1700959927231.345,1700959928607.917
1118,fn1118_1,16138240,1700959927227.759,1700959928612.0142
1119,fn1121_1,16162816,1700959927825.567,1700959928850.9258
1120,fn1120_1,16199680,1700959927821.5618,1700959929201.6047
1121,fn1122_1,16093184,1700959928572.7026,1700959929526.3235
1122,fn1123_1,16265216,1700959928609.1455,1700959929561.9954
1123,fn1125_1,34316288,1700959928852.0186,1700959930213.01
1124,fn1124_1,34525184,1700959928612.816,1700959930214.6187
1125,fn1126_1,33120256,1700959929202.971,1700959930407.3022
1126,fn1127_1,21372928,1700959929527.7947,1700959930500.2385
1127,fn1128_1,8663040,1700959929563.1697,1700959930535.7732
1128,fn1130_1,21979136,1700959930215.4373,1700959931026.332
1129,fn1129_1,26542080,1700959930213.9873,1700959931492.457
1130,fn1132_1,7081984,1700959930501.2104,1700959931545.4333
1131,fn1131_1,21766144,1700959930408.4753,1700959931559.887
1132,fn1134_1,26484736,1700959931027.5535,1700959932228.7278
1133,fn1135_1,26546176,1700959931493.8308,1700959932732.0908
1134,fn1136_1,26591232,1700959931546.6587,1700959933032.0022
1135,fn1138_1,26513408,1700959932229.8467,1700959933430.2634
1136,fn1137_1,26550272,1700959931560.844,1700959933537.7634
1137,fn1133_1,112189440,1700959930536.8428,1700959934341.465
1138,fn1141_1,18817024,1700959933431.6558,1700959934584.1567
1139,fn1140_1,18919424,1700959933033.0796,1700959934784.418
1140,fn1142_1,18939904,1700959933539.033,1700959934824.656
1141,fn1143_1,18767872,1700959934342.9697,1700959935577.9453
1142,fn1146_1,4898816,1700959934825.6694,1700959935626.6873
1143,fn1145_1,4964352,1700959934785.847,1700959935730.0625
1144,fn1144_1,14962688,1700959934585.6155,1700959935849.8188
1145,fn1147_1,5054464,1700959935579.3606,1700959936221.861
1146,fn1148_1,5447680,1700959935628.102,1700959936247.0398
1147,fn1150_1,5242880,1700959935850.9597,1700959936642.0266
1148,fn1139_1,0,1700959932733.4023,1700959936772.0752
1149,fn1149_1,30818304,1700959935731.033,1700959936940.4116
1150,fn1151_1,4354048,1700959936223.5442,1700959937122.4683
1151,fn1152_1,25980928,1700959936248.083,1700959937418.3025
1152,fn1154_1,25989120,1700959936773.0522,1700959937963.2766
1153,fn1153_1,25997312,1700959936643.4333,1700959938094.2412
1154,fn1156_1,21360640,1700959937123.8762,1700959938341.1133
1155,fn1155_1,25964544,1700959936941.856,1700959938432.0652
1156,fn1157_1,14409728,1700959937419.3792,1700959938625.3452
1157,fn1158_1,14606336,1700959937964.641,1700959938928.5137
1158,fn1160_1,21458944,1700959938342.5654,1700959939374.6018
1159,fn1159_1,21434368,1700959938095.2664,1700959939378.5088
1160,fn1161_1,10289152,1700959938433.199,1700959939559.749
1161,fn1162_1,10252288,1700959938626.4382,1700959939723.6072
1162,fn1163_1,10244096,1700959938929.5088,1700959940226.1711
1163,fn1164_1,10301440,1700959939376.1,1700959940511.8042
1164,fn1165_1,30130176,1700959939379.6558,1700959940804.2373
1165,fn1166_1,30027776,1700959939560.822,1700959941113.9885
1166,fn1167_1,31571968,1700959939724.569,1700959941133.8745
1167,fn1168_1,30384128,1700959940227.2493,1700959941404.678
1168,fn1170_1,35295232,1700959940805.4807,1700959942063.3247
1169,fn1172_1,7270400,1700959941134.8577,1700959942066.7207
1170,fn1169_1,60145664,1700959940513.1785,1700959942312.7842
1171,fn1171_1,34066432,1700959941115.137,1700959942448.6177
1172,fn1177_1,9781248,1700959942449.6567,1700959943514.7217
1173,fn1176_1,36954112,1700959942314.7307,1700959943899.1055
1174,fn1173_1,68554752,1700959941406.25,1700959944620.1504
1175,fn1179_1,33107968,1700959943900.3967,1700959944991.5955
1176,fn1178_1,33599488,1700959943516.0046,1700959945061.84
1177,fn1174_1,68407296,1700959942064.894,1700959945502.7822
1178,fn1175_1,68530176,1700959942067.9636,1700959945824.8315
1179,fn1181_1,4419584,1700959944992.6814,1700959945860.4036
1180,fn1180_1,33026048,1700959944621.1377,1700959945956.2803
1181,fn1183_1,9850880,1700959945503.7349,1700959946097.1943
1182,fn1182_1,57364480,1700959945062.9927,1700959946706.4065
1183,fn1185_1,22491136,1700959945861.5566,1700959946925.2354
1184,fn1186_1,21913600,1700959945957.4001,1700959947278.5408
1185,fn1187_1,21893120,1700959946098.3867,1700959947376.2468
1186,fn1184_1,51654656,1700959945826.1296,1700959947453.338
1187,fn1189_1,21860352,1700959946926.2764,1700959947568.235
1188,fn1188_1,22319104,1700959946707.5408,1700959947602.4656
1189,fn1190_1,21979136,1700959947279.597,1700959948230.0908
1190,fn1194_1,29175808,1700959947603.58,1700959948705.9683
1191,fn1193_1,30371840,1700959947569.4636,1700959948801.3662
1192,fn1192_1,43737088,1700959947454.402,1700959948840.6123
1193,fn1195_1,29339648,1700959948231.5854,1700959949013.757
1194,fn1196_1,29384704,1700959948707.4556,1700959949650.5166
1195,fn1197_1,29044736,1700959948802.8137,1700959949837.6665
1196,fn1199_1,29118464,1700959949014.9624,1700959950307.783
1197,fn1198_1,29106176,1700959948841.713,1700959950332.6875
1198,fn1191_1,162070528,1700959947377.7102,1700959951040.931
1199,fn1201_1,29888512,1700959949838.817,1700959951114.714
1200,fn1200_1,29040640,1700959949652.4756,1700959951127.1938
1201,fn1203_1,29024256,1700959950333.586,1700959951257.472
1202,fn1202_1,5079040,1700959950308.841,1700959951259.1787
1203,fn1206_1,13631488,1700959951128.0852,1700959952248.0188
1204,fn1204_1,40054784,1700959951042.5298,1700959952646.7163
1205,fn1208_1,22933504,1700959951260.215,1700959953012.9412
1206,fn1205_1,42409984,1700959951115.6868,1700959953017.3135
1207,fn1210_1,17334272,1700959952647.7236,1700959953397.6787
1208,fn1211_1,17358848,1700959953014.4697,1700959953974.345
1209,fn1212_1,17547264,1700959953018.59,1700959953997.9316
1210,fn1207_1,72085504,1700959951258.6294,1700959954867.8406
1211,fn1215_1,25051136,1700959953998.9246,1700959955207.3667
1212,fn1209_1,0,1700959952249.4065,1700959955810.9456
1213,fn1217_1,51531776,1700959955208.7798,1700959956605.5662
1214,fn1213_1,68452352,1700959953398.9468,1700959956731.1895
1215,fn1218_1,41250816,1700959955812.439,1700959957183.677
1216,fn1214_1,68354048,1700959953975.8792,1700959957288.4111
1217,fn1220_1,14524416,1700959956732.516,1700959957476.2332
1218,fn1219_1,41095168,1700959956606.9822,1700959957723.4336
1219,fn1221_1,14352384,1700959957185.1348,1700959957863.1758
1220,fn1222_1,5189632,1700959957289.413,1700959957961.2854
1221,fn1224_1,4427776,1700959957727.352,1700959958378.621
1222,fn1223_1,26484736,1700959957477.6567,1700959958432.7605
1223,fn1225_1,10616832,1700959957864.1602,1700959958552.7441
1224,fn1216_1,114176000,1700959954869.3157,1700959958670.2158
1225,fn1226_1,10706944,1700959957962.4727,1700959958700.5493
1226,fn1227_1,14434304,1700959958379.9524,1700959958995.5854
1227,fn1228_1,27602944,1700959958434.1667,1700959959450.2866
1228,fn1229_1,25726976,1700959958554.1938,1700959959549.4905
1229,fn1232_1,6070272,1700959958997.0857,1700959959707.7693
1230,fn1233_1,6135808,1700959959451.3003,1700959960127.3403
1231,fn1230_1,52768768,1700959958671.267,1700959960261.698
1232,fn1234_1,4591616,1700959959550.6772,1700959960336.1633
1233,fn1235_1,20606976,1700959959708.8633,1700959960792.483
1234,fn1231_1,87076864,1700959958701.8928,1700959960944.727
1235,fn1236_1,20627456,1700959960128.5083,1700959961098.7812
1236,fn1238_1,20561920,1700959960337.1345,1700959961303.2583
1237,fn1237_1,20680704,1700959960263.1475,1700959961661.1494
1238,fn1239_1,20770816,1700959960793.9355,1700959961882.309
1239,fn1242_1,9232384,1700959961304.286,1700959962331.871
1240,fn1240_1,20762624,1700959960945.8875,1700959962397.912
1241,fn1241_1,20525056,1700959961100.0068,1700959962557.152
1242,fn1243_1,26042368,1700959961662.3425,1700959963003.8013
1243,fn1246_1,38391808,1700959962398.994,1700959963774.2627
1244,fn1245_1,38535168,1700959962332.869,1700959963813.7148
1245,fn1248_1,38383616,1700959963004.8948,1700959964216.615
1246,fn1247_1,38572032,1700959962558.7158,1700959964293.632
1247,fn1249_1,38428672,1700959963775.8152,1700959964846.179
1248,fn1250_1,38555648,1700959963815.2148,1700959965178.163
1249,fn1251_1,38428672,1700959964218.1523,1700959965283.4976
1250,fn1244_1,92921856,1700959961883.8032,1700959965384.562
1251,fn1252_1,38498304,1700959964294.7915,1700959965498.9033
1252,fn1253_1,38338560,1700959964847.1738,1700959965777.7568
1253,fn1254_1,38346752,1700959965179.8738,1700959966611.0625
1254,fn1255_1,38555648,1700959965284.6062,1700959966766.141
1255,fn1258_1,12242944,1700959965778.805,1700959966801.7905
1256,fn1256_1,38412288,1700959965385.5408,1700959967153.9258
1257,fn1257_1,38686720,1700959965499.8984,1700959967379.3816
1258,fn1261_1,21663744,1700959966802.8464,1700959967911.6594
1259,fn1260_1,25935872,1700959966767.276,1700959968029.4414
1260,fn1262_1,21696512,1700959967154.9856,1700959968419.3757
1261,fn1263_1,21762048,1700959967380.79,1700959968432.0967
1262,fn1266_1,5107712,1700959968420.6824,1700959969217.564
1263,fn1265_1,30633984,1700959968031.0518,1700959969231.1665
1264,fn1267_1,25055232,1700959968433.0898,1700959969496.3015
1265,fn1259_1,84471808,1700959966612.6357,1700959970179.4807
1266,fn1269_1,25206784,1700959969232.4727,1700959970354.6804
1267,fn1268_1,25092096,1700959969219.065,1700959970357.1292
1268,fn1270_1,7139328,1700959969497.7092,1700959970384.9512
1269,fn1271_1,5865472,1700959970180.9639,1700959970755.922
1270,fn1264_1,78909440,1700959967913.0183,1700959970819.7473
1271,fn1273_1,10063872,1700959970357.937,1700959971108.998
1272,fn1272_1,6037504,1700959970355.6624,1700959971555.964
1273,fn1274_1,30740480,1700959970386.268,1700959972042.4866
1274,fn1275_1,31707136,1700959970757.4583,1700959972107.597
1275,fn1276_1,20025344,1700959970820.8044,1700959972158.3616
1276,fn1277_1,24055808,1700959971110.177,1700959972474.3867
1277,fn1278_1,24072192,1700959971557.3904,1700959972608.3967
1278,fn1283_1,5074944,1700959972609.434,1700959973133.5825
1279,fn1279_1,42799104,1700959972043.5166,1700959973348.8958
1280,fn1282_1,36503552,1700959972475.6807,1700959973505.038
1281,fn1280_1,44875776,1700959972109.0828,1700959973537.834
1282,fn1284_1,17342464,1700959973135.0825,1700959973938.6785
1283,fn1286_1,5373952,1700959973506.1528,1700959974202.095
1284,fn1287_1,4435968,1700959973539.2808,1700959974323.9968
1285,fn1288_1,11509760,1700959973939.665,1700959974735.1785
1286,fn1285_1,33382400,1700959973350.4285,1700959974764.2285
1287,fn1289_1,11530240,1700959974203.1162,1700959975217.069
1288,fn1290_1,8003584,1700959974325.48,1700959975491.9377
1289,fn1281_1,109740032,1700959972159.881,1700959975707.4485
1290,fn1291_1,22851584,1700959974736.2905,1700959976313.8489
1291,fn1293_1,20119552,1700959975218.3535,1700959976857.1982
1292,fn1295_1,5836800,1700959975708.6707,1700959976869.9104
1293,fn1294_1,20185088,1700959975493.0642,1700959976974.762
1294,fn1296_1,34648064,1700959976315.1694,1700959977769.6887
1295,fn1292_1,90374144,1700959974765.4336,1700959977843.4495
1296,fn1297_1,8097792,1700959976858.6626,1700959977903.75
1297,fn1299_1,6754304,1700959976975.712,1700959978148.4631
1298,fn1298_1,43450368,1700959976870.8328,1700959978696.7815
1299,fn1300_1,34357248,1700959977771.1985,1700959978868.2263
1300,fn1301_1,4722688,1700959977844.5437,1700959978901.6392
1301,fn1302_1,42893312,1700959977905.2075,1700959979383.13
1302,fn1304_1,21602304,1700959978697.7932,1700959979428.58
1303,fn1305_1,15699968,1700959978869.2551,1700959979626.0405
1304,fn1306_1,5238784,1700959978903.0803,1700959979792.9373
1305,fn1308_1,11063296,1700959979430.057,1700959980435.6577
1306,fn1303_1,77705216,1700959978149.6077,1700959980465.9993
1307,fn1309_1,21823488,1700959979627.5405,1700959980751.065
1308,fn1307_1,81666048,1700959979384.5925,1700959981320.537
1309,fn1310_1,43225088,1700959979794.069,1700959981332.4888
1310,fn1311_1,21581824,1700959980436.6719,1700959981395.3877
1311,fn1313_1,21626880,1700959980752.613,1700959981929.4602
1312,fn1312_1,27402240,1700959980467.0146,1700959981951.5354
1313,fn1315_1,26173440,1700959981333.803,1700959982520.2537
1314,fn1316_1,41058304,1700959981396.6611,1700959982914.6665
1315,fn1317_1,25976832,1700959981930.5637,1700959983196.3108
1316,fn1320_1,30052352,1700959982916.5725,1700959984048.0076
1317,fn1314_1,71843840,1700959981321.567,1700959984206.9395
1318,fn1321_1,20676608,1700959983197.728,1700959984310.637
1319,fn1322_1,6000640,1700959984049.073,1700959984598.33
1320,fn1323_1,6230016,1700959984208.4397,1700959984869.095
1321,fn1324_1,17473536,1700959984312.2026,1700959985320.8682
1322,fn1318_1,0,1700959981952.4695,1700959985810.9207
1323,fn1326_1,5312512,1700959984870.5234,1700959985854.963
1324,fn1325_1,5079040,1700959984599.584,1700959985860.6243
1325,fn1319_1,105619456,1700959982521.6172,1700959986065.8003
1326,fn1327_1,6864896,1700959985322.3784,1700959986275.7544
1327,fn1330_1,34246656,1700959985861.544,1700959987029.7805
1328,fn1329_1,17403904,1700959985856.282,1700959987157.334
1329,fn1332_1,6799360,1700959986276.8623,1700959987347.93
1330,fn1333_1,10252288,1700959987030.7756,1700959987971.822
1331,fn1331_1,52576256,1700959986067.469,1700959988055.1494
1332,fn1335_1,21229568,1700959987349.2673,1700959988392.5505
1333,fn1337_1,22933504,1700959988056.5784,1700959988949.9875
1334,fn1334_1,75440128,1700959987159.613,1700959989155.3804
1335,fn1328_1,68313088,1700959985812.3213,1700959989370.4556
1336,fn1338_1,36339712,1700959988393.8093,1700959989497.576
1337,fn1339_1,7127040,1700959988951.5762,1700959989746.3145
1338,fn1340_1,29773824,1700959989156.565,1700959989938.0645
1339,fn1336_1,81596416,1700959987973.0679,1700959989988.9282
1340,fn1341_1,16273408,1700959989371.6328,1700959990176.258
1341,fn1342_1,16056320,1700959989499.1243,1700959990357.9065
1342,fn1345_1,9359360,1700959989990.0632,1700959991113.5393
1343,fn1343_1,10227712,1700959989747.554,1700959991209.4534
1344,fn1344_1,45645824,1700959989939.5193,1700959991573.995
1345,fn1346_1,29102080,1700959990177.6252,1700959991623.6602
1346,fn1347_1,6619136,1700959990359.274,1700959991627.607
1347,fn1349_1,36020224,1700959991210.5603,1700959992758.47
1348,fn1350_1,26558464,1700959991575.5193,1700959992929.0327
1349,fn1352_1,8355840,1700959991628.6204,1700959993032.249
1350,fn1351_1,11390976,1700959991624.6743,1700959993067.7544
1351,fn1353_1,8224768,1700959992759.949,1700959993493.757
1352,fn1354_1,26488832,1700959992930.4207,1700959993823.2976
1353,fn1348_1,99098624,1700959991114.5586,1700959994139.4858
1354,fn1357_1,31834112,1700959993494.9512,1700959994464.1167
1355,fn1356_1,38715392,1700959993068.922,1700959994544.8306
1356,fn1358_1,5091328,1700959993824.8203,1700959994665.6433
1357,fn1360_1,21753856,1700959994465.5789,1700959995274.0215
1358,fn1362_1,6955008,1700959994667.1074,1700959995487.855
1359,fn1361_1,21819392,1700959994546.2627,1700959995778.9546
1360,fn1359_1,63062016,1700959994140.9902,1700959995966.6272
1361,fn1363_1,21540864,1700959995275.0876,1700959996066.3733
1362,fn1355_1,105435136,1700959993033.2424,1700959996708.7695
1363,fn1365_1,26365952,1700959995780.381,1700959996753.4438
1364,fn1367_1,5189632,1700959996067.852,1700959997097.1206
1365,fn1366_1,5124096,1700959995967.933,1700959997309.0486
1366,fn1368_1,6950912,1700959996710.2751,1700959997809.1375
1367,fn1371_1,4612096,1700959997310.126,1700959998395.8171
1368,fn1369_1,7692288,1700959996754.552,1700959998411.8538
1369,fn1370_1,21499904,1700959997098.639,1700959998531.3484
1370,fn1372_1,5505024,1700959997810.4531,1700959998801.006
1371,fn1364_1,117768192,1700959995489.2944,1700959998956.0723
1372,fn1374_1,17559552,1700959998412.7861,1700959999355.0723
1373,fn1373_1,28495872,1700959998397.3213,1700959999432.514
1374,fn1375_1,18649088,1700959998532.7334,1700959999726.4058
1375,fn1379_1,6713344,1700959999434.0283,1700960000178.3057
1376,fn1380_1,6840320,1700959999727.4756,1700960000228.5725
1377,fn1377_1,16457728,1700959998957.3472,1700960000258.7231
1378,fn1383_1,5808128,1700960000260.0874,1700960000966.312
1379,fn1381_1,5328896,1700960000179.717,1700960001215.9983
1380,fn1384_1,29351936,1700960000967.86,1700960002087.8894
1381,fn1376_1,0,1700959998802.1748,1700960002536.6467
1382,fn1382_1,79310848,1700960000229.7937,1700960002780.5125
1383,fn1378_1,123023360,1700959999356.4019,1700960002833.1282
1384,fn1385_1,77934592,1700960001217.4302,1700960003308.1946
1385,fn1387_1,15122432,1700960002537.9028,1700960003563.6238
1386,fn1389_1,14442496,1700960002834.51,1700960003954.662
1387,fn1388_1,21565440,1700960002781.6758,1700960004061.5
1388,fn1390_1,5218304,1700960003309.2969,1700960004289.608
1389,fn1391_1,26451968,1700960003564.658,1700960004802.9375
1390,fn1392_1,14352384,1700960003956.1814,1700960004875.7864
1391,fn1394_1,25395200,1700960004291.0813,1700960005348.2957
1392,fn1386_1,86286336,1700960002089.561,1700960005455.5952
1393,fn1396_1,7000064,1700960004877.2537,1700960005554.6682
1394,fn1395_1,27914240,1700960004804.121,1700960005681.182
